text,Sentiments
"@SouthwestAir I'm really craving your pretzels, please send me some.",1
"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200",1
@SouthwestAir give me tickets to the atlanta show and I'll roadtrip from Canada!! Deal? 😆,0
@SouthwestAir it's the poor customer service that I have a problem with!!!!!,2
@SouthwestAir it was this one but looks like the problem is now fixed. https://t.co/CFI1E3KXA9,2
"@SouthwestAir sure,I'll send a message now!",0
@southwestair#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm,1
@SouthwestAir sent,0
.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate,2
@SouthwestAir 10 revenue flights since the beginning of 2015?,0
@SouthwestAir understand you can only do so much but often it seems like a quick request to the desk is all it takes no questions asked.,2
@SouthwestAir Looking forward to out Power of Inclusion event with very special guests! We will begin promptly at 11:30 a.m. #SWADiversity,0
@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.,2
@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,2
“@SouthwestAir: @kirkwoodtiger Hmmm... how does the Caribbean sound? https://t.co/AAY5avg99b ^LD” WARM THANKS!,1
"@SouthwestAir I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?",0
“@SouthwestAir: @saysorrychris Can you follow back for a quick DM? ^SW”followed,0
@SouthwestAir All Flights lead to VEGAS BABY!,0
@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,1
@SouthwestAir how does your pre boarding process work? Basically anyone who doesn't want to wait their turn can get a slip?,2
"@SouthwestAir LOVE your TV ad with the girl dancing. Makes me laugh every time, AND now I want to take a trip! :-)",1
@SouthwestAir it's ok...I forgive you guys.,2
@SouthwestAir now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse,2
@SouthwestAir Southwest is scheduled to fly to Costa Rica on March 7 but I can't book it online. When will this be available?,2
@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!,1
@SouthwestAir  Southwest is currently awaiting government approval for this route. Do we know when it will be official?,0
@SouthwestAir is offering #CompanionPasses to Atlanta residing frequent fliers! http://t.co/mdN5ED58ze,0
@SouthwestAir thank you!!!,1
@SouthwestAir @love_dragonss oh my gosh,1
@SouthwestAir Service rep didn't say I was dumb just had the tone of voice like I should have known about it.,2
@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on,2
@SouthwestAir I just wanted Southwest to know that I don't think they're as great as I used to anymore. Nothing to look into.,2
@SouthwestAir @love_dragonss LAUREN IM SCREAMING,1
@SouthwestAir @love_dragonss LAUREN OMG IM DEAD IM SO SO HAPPY FOR YOU YES YES,1
@SouthwestAir you're the best,1
"@SouthwestAir Customer relations line had busy signal too, called the normal line and the service rep thought I was dumb for not knowing.",2
@SouthwestAir I've never met my favorite band and it would be sooo amazing to win destination dragons.,0
@SouthwestAir @love_dragonss LAUREN OMG BEST AIRLINE EVER,1
@SouthwestAir Didn't see travel had to be compete for unused funds by expiration date hidden in the fine print. Never saw that before.,2
@SouthwestAir @love_dragonss AHHHH YES LAUREN,0
@SouthwestAir @love_dragonss holy fuckinf shit,1
@SouthwestAir @love_dragonss oh my god LAUREN OH MY GOD OH MY GOD,1
@SouthwestAir my birthday is February 24th which is the date of the imagine dragons in flight concert btw,0
@SouthwestAir @love_dragonss LAUREN HoLY SHT,0
@SouthwestAir Thank you thank you thank you,1
@SouthwestAir after a long wait of over an hour my mother's bag did not make it. We filed a report and are waiting. Thanks for your help,2
@SouthwestAir  goes to court to gain access to @Delta gates at Love Field  http://t.co/ILqzmMJiYQ #deltanews,0
@SouthwestAir @love_dragonss LAUREN IM SCREAKJMF,0
@SouthwestAir when will sw return to customer service?  Business travelers made sw now sw ignores us.,2
@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons,0
@SouthwestAir @karajusto SWA is willing to follow up. FINALLY.,0
@SouthwestAir is hiring for their Emerging Leader Development Program- Last day to apply is TODAY! Apply here: http://t.co/jLHM0x7UkB,0
@SouthwestAir When does PV get approved? I am ready to go!!,0
@SouthwestAir #3854 ATL to RDU. Snow forecasted for Raleigh this evening.,0
@SouthwestAir your app repeatedly crashed and failed to display my name when checking in. Was unable to use app. http://t.co/0kN7PjelZL,2
@SouthwestAir Sorry! Thought I did. It's done now.,0
@SouthwestAir No I have not.,2
@SouthwestAir yea but I was hoping to avoid the ticket difference amount as a birthday courtesy? #flysouthwest #lovesouthwest #mybday,2
@SouthwestAir can @Sagerooski &amp; I use your luggage scale to measure our weight loss? One scale for each foot @ home is not accurate anymore.,2
"@SouthwestAir OH MY GOSH SERIOUSLY?! you just made my day, week, year!!! No one will appreciate this more than me!!!",1
@SouthwestAir boarded plane only to be told to get off as it wasn't our plane. Now an hour delay. 😭😭,2
@SouthwestAir when are you opening the flights beyond august 7th???,0
@SouthwestAir pleasantly surprised to be boarding my flight on time this morning at @Fly_Nashville. Good job!,1
"@SouthwestAir Ahhhh! Sorry, just followed.",0
@southwestair TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isn’t enough. #freedrinkcoupons,2
"@SouthwestAir she cut people off 35 minutes before flight time to check in bags, for a flight that was delayed 2 hours! I waited 8 more hrs!",2
@SouthwestAir I want to file a formal complaint against a disgruntled employee @ LaGuardia who ruined mltple people's travel plans yesterday,2
@SouthwestAir Awesome!!! Sending now.,1
@SouthwestAir I left something on a plane landing at Midway last night because I am a responsible adult -- got a number for me to call? TY!,0
@SouthwestAir Hi! Just got my TSA pre-check # &amp; put it in my acct. But it's not on my boarding pass for a flight this p.m.Can it be updated?,2
@SouthwestAir why do your MDW gates have so many fewer seats than your planes?,2
@southwestair really?!? 1.5 hours ON THE PLANE and at the gate??? Jax2BNA. Like we haven’t waited days to get home #notokay,2
@SouthwestAir Thank you!,1
"@SouthwestAir There is no option just to Cancelled Flight? I don't want to change flight, I want to Cancelled Flight.",2
@SouthwestAir Thank you for your time!,1
"@SouthwestAir Lastly, for a company that's trying to put the love in flying it would be nice to have someone personally address my concerns.",2
"@SouthwestAir In my letters to follow, I will be sure to include my Rewards Number, twitter handle, and email address.",0
"@SouthwestAir Flight 2078 to Balt hit turbulence, babies cried, kids vomited. Chaos. Flight attendant Caroline was a superhero.",2
"@SouthwestAir By the way the flight number was 1703, please feel free to fact check my complaints about leave time &amp; baggage time.",2
@SouthwestAir Finally got me home #BNASnow,0
"@SouthwestAir Therefore, since I've received no recourse through phone I have submitted an email complaint &amp; a letter via mail will follow.",2
@SouthwestAir I consider myself a loyal customer to the brand but I'm astounded at the lack of concern about customer's flying experiences.,2
@SouthwestAir This experience was the worse flying experience I've ever had. To be met w/ contempt from your Customer Service makes it worse,2
@SouthwestAir looking for cheap flight to vegas,0
@SouthwestAir please let those with nothing in overhead bins to exit first. Fly a lot and only bring purse. Tired of running for connection,2
@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,2
@SouthwestAir So today I call into Customer Service &amp; speak with Wendell Holton in the Dallas office &amp; I am told there is nothing he can do,2
"@SouthwestAir We did not get a single answer from any Southwest personnel. After an hour's wait. No apologies, no explanation.",2
"@SouthwestAir I, along with other passengers repeatedly asked Southwest personnel what was taking so long, where was our luggage.",2
"@SouthwestAir took delivery of N8661A, a new Boeing 737-8H4 yesterday. http://t.co/5z9STyUQJ3 #DFW #DAL #airlines",0
"@SouthwestAir Next once we arrived to Atlanta, we waited a full HOUR before our luggage was placed on a carousel. One hour!",2
"@SouthwestAir Secondly, we did not begin boarding on time despite our aircraft being present and deplaned. Thus we left over 30 min Late Flight",2
@SouthwestAir 2 bags fly free!  So what's with all the carry-on's? #packingayak @BrianReganComic,2
@SouthwestAir First there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate,2
@SouthwestAir I am completely displeased with the service I received on yesterday flying from LGA to ATL.,2
@SouthwestAir Landed in Nashville! Thanks for taking care of us! http://t.co/RYXbPLgMnK,1
@SouthwestAir when will you be accepting reservations past August 7?,2
@SouthwestAir Thanks I just sent a DM with this info.,0
@SouthwestAir Thanks for the info! Have a good day.,1
"@SouthwestAir FS4VE7 when I corrected the attendants error she gave me attitude made a rude show of taking back nuts&amp; said ""well i was Late Flight""",2
@SouthwestAir @DeltaPoints hey at least you guys are honest with your customers unlike @Delta,1
"@SouthwestAir first time flyer, scheduled a (round)trip. set on departure date not sure on returning date, policy/fees on changing Re Flight",0
@SouthwestAir I just sent a screen shot of the incident report.,2
@SouthwestAir I couldn't fly you today &amp; it made the trip harder + had to pay for my checked bag. #DevotedyYours but for today. :(,2
"@SouthwestAir Oh no worries NL, no disappointments here. Better to have NO lounges than like #Delta who has them but does disappoint!",1
@SouthwestAir Flight 4110 MCO to ISP delayed. Any details on why?,2
@SouthwestAir when will you have flights for October 2015 available?,0
@SouthwestAir CEO discusses possibilities of NHL Vegas arena naming rights http://t.co/t3E4SH5xNg @SMUSportMgt #sportsbiz,0
@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.,1
@SouthwestAir just did last night. Thanks for following up. :),1
@SouthwestAir for the win as always- saved my day and got me on a direct to Orlando. 🎉🎉🎉,1
@SouthwestAir Not possible to carry-on and put in a closet/overhead? Had success doing that with other airlines. Thanks,0
"@southwestair Hi, how do I add a flight to my account? Just created it",0
@SouthwestAir de-icing is important!,1
@SouthwestAir THANK YOU for finally making your boarding passes work with passbook,1
@SouthwestAir any delays today @CAKairport to Orlando?,0
@SouthwestAir so was there a winner for #DestinationDragons ???,0
@SouthwestAir Thanks for reminding me about my upcoming trip to Florida but you really didn't need to... http://t.co/p6r5rt5Ow5,0
